product|brand|categories|price
Caldo natural de pollo Aneto sin gluten pack de 2 briks de 1 l.|Aneto|Conservas|19.50
Caldo natural de pollo bajo en sal Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.|Aneto|Conservas, caldos y cremas|19.50
Caldo natural de pollo ecológico Aneto sin gluten 1 l.|Aneto|Conservas|13.50
Caldo natural de puchero Aneto sin gluten y sin lactosa 500 ml.|Aneto|Conservas|7.50
Caldo vegetal 100% natural Knorr 6 pastillas|Knorr|Conservas|5.55
Crema casera de calabaza Gallina Blanca sin gluten 500 ml.|Gallina Blanca|Conservas|5.55
Crema de bogavante y cigalas Knorr 500 ml.|Knorr|Conservas|7.50
Crema de calabacín ecológica Carrefour Bio 500 ml.|Carrefour Bio|Conservas|5.55
Crema de calabacín ecológica Pedro Luis 500 ml.|Pedro Luis|Conservas|7.50
Crema de calabaza ecológica Pedro Luis sin gluten 500 ml.|Pedro Luis|Conservas|7.50
Crema de calabaza Hacendado|Hacendado|Conservas|3.60
Crema de calabaza, zanahoria y guisantes Knorr 500 ml.|Knorr|Conservas|5.55
Crema de espárragos Hacendado|Hacendado|Conservas|3.60
Crema de pollo Gallina Blanca 63 g.|Gallina Blanca|Conservas|4.50
Crema de setas del bosque con champiñones Knorr 500 ml.|Knorr|Conservas|5.55
Crema de verduras con kale y chlorella sin azúcar añadido ecológica ¿Y si? Bio sin gluten y sin lactosa 500 g.|¿Y si? Bio|Conservas, caldos y cremas, Salud|8.55
Crema de verduras de la huerta Knorr 500 ml.|Knorr|Conservas|5.55
Crema de verduras mediterráneas Knorr 500 ml.|Knorr|Conservas|5.55
DIA caldo de cocido envase 1 lt|DIA|Conservas|2.55
DIA caldo de pescado envase 1 lt|DIA|Conservas, caldos y cremas|2.55
DIA caldo pollo casero envase 1 lt|DIA|Conservas|2.55
DIA sopa de pollo con fideos sobre 72GRS|DIA|Conservas|1.35
DIA sopa jardinera sobre 85 grs|DIA|Conservas|1.35
Doble caldo carne con un toque de aceite de oliva virgen extra Knorr sin gluten y sin lactosa 18 pastillas|Knorr|Conservas|7.50
GALLINA BLANCA avecrem pollo estuche 24 pastillas|GALLINA BLANCA|Conservas|8.55
GALLINA BLANCA avecrem pollo estuche 8 pastillas|GALLINA BLANCA|Conservas|3.60
GALLINA BLANCA caldo de cocido 100% natural envase 1 lt|GALLINA BLANCA|Conservas|5.55
GALLINA BLANCA crema casera de calabaza envase 500 ml|GALLINA BLANCA|Conservas|5.55
GALLINA BLANCA crema casera de pollo con verduras envase 500 ml|GALLINA BLANCA|Conservas|5.55
GALLINA BLANCA sopa de cocido con fideos sobre 72 gr|GALLINA BLANCA|Conservas|2.55
GALLINA BLANCA sopa de pollo con fideos finos, bajo en sal, sobre 35 gr|GALLINA BLANCA|Conservas|2.55
GALLINA BLANCA sopa de pollo con maravilla sobre 85 gr|GALLINA BLANCA|Conservas|2.55
GALLINA BLANCA sopa de ternera con estrellitas sobre 74 gr|GALLINA BLANCA|Conservas, caldos y cremas|2.55
GALLINA BLANCA sopa de verduras sobre 51 gr|GALLINA BLANCA|Conservas|2.55
KNORR caldo vegetal estuche 12 pastillas|KNORR|Conservas|5.55
KNORR crema vichysoisse de puerro y patata envase 500 ml|KNORR|Conservas|5.55
KNORR doble caldo de carne estuche 18 pastillas|KNORR|Conservas|7.50
Sopa de ave con fideos Gallina Blanca pack de 3 sobres de 76 g.|Gallina Blanca|Conservas|6.75
Sopa de cocido Gallina Blanca pack de 3 sobres de 77 g.|Gallina Blanca|Conservas|6.75
Sopa de pollo con fideos finos Gallina Blanca pack de 3 sobres de 71 g.|Gallina Blanca|Conservas|6.75
Sopa de pollo Gallina Blanca con fideos finos|Gallina Blanca|Conservas, caldos y cremas|2.55
Tomate triturado Carrefour 780 g.|Carrefour|Conservas|2.85
Pechuga de pollo en aceite de girasol y oliva Carrefour pack de 2 unidades de 42 g.|Carrefour|Conservas|5.55
ALBO atún claro en aceite de oliva pack 3 latas de 48 gr|ALBO|Conservas de pescado|10.50
ALBO calamares en su tinta lata 72 gr|ALBO|Conservas de pescado|7.50
Anchoas del cantábrico Consorcio en aceite de oliva|Consorcio|Conservas de pescado|13.50
Anchoas en aceite de oliva Carrefour 50 g.|Carrefour|Conservas de pescado|3.60
Anchoas en aceite de oliva Carrefour pack de 3 unidades de 50 g.|Carrefour|Conservas de pescado|10.50
Anchoas en aceite de oliva virgen extra Ortiz 67 g.|Ortiz|Conservas de pescado|13.50
Atún claro al natural Calvo pack de 3 unidades de 112 g.|Calvo|Conservas de pescado|11.55
Atún claro al natural Calvo pack de 6 unidades de 56 g.|Calvo|Conservas de pescado|13.50
Atún claro al natural Carrefour pack de 3 latas de 104 g.|Carrefour|Conservas de pescado|9.60
Atún claro bajo en sal Hacendado en aceite de oliva|Hacendado|Conservas de pescado|7.50
Atún claro en aceite de girasol Carrefour pack de 8 latas de 52 g.|Carrefour|Conservas de pescado|13.50
Atún claro en aceite de girasol Hacendado|Hacendado|Conservas de pescado|6.60
Atún claro en aceite de oliva Calvo pack de 6 latas de 52 g.|Calvo|Conservas de pescado|16.50
Atún claro en aceite de oliva Carrefour 130 g.|Carrefour|Conservas de pescado|5.55
Atún claro en aceite de oliva Carrefour 73 g.|Carrefour|Conservas de pescado|3.60
Atún claro en aceite de oliva Carrefour pack de 3 latas de 52 g.|Carrefour|Conservas de pescado|7.50
Atún claro en aceite de oliva Carrefour pack de 8 latas de 52 g.|Carrefour|Conservas de pescado|19.50
Atún claro en aceite de oliva Cuca 82 g.|Cuca|Conservas de pescado|6.60
Atún claro en aceite de oliva Hacendado|Hacendado|Conservas de pescado|7.50
Atún claro en aceite de oliva Isabel sin lactosa pack de 6 latas de 52 g.|Isabel|Conservas de pescado|16.50
Atún claro en aceite oliva Calvo 219 g.|Calvo|Conservas de pescado|10.50
Atún claro en escabeche blanco Hacendado|Hacendado|Conservas de pescado|7.50
Atún claro en escabeche Carrefour pack de 6 latas de 52 g.|Carrefour|Conservas de pescado|13.50
Atún en aceite de girasol 650 g.|(Sin marca)|Conservas de pescado|13.50
Atún en aceite de girasol Albo lata de 650 g.|Albo|Conservas de pescado|25.50
Atún en aceite de girasol Hacendado|Hacendado|Conservas de pescado|12.60
Atún en aceite de girasol pack de 6 latas de 52 g.|(Sin marca)|Conservas de pescado|10.50
Atún en aceite de oliva 650 g.|(Sin marca)|Conservas de pescado|19.50
Atún en aceite de oliva Cuca sin gluten y sin lactosa 150 g.|Cuca|Conservas de pescado|10.50
Atún en aceite de oliva pack de 6 latas de 52 g.|(Sin marca)|Conservas de pescado|13.50
Atún en salsa de tomate Carrefour pack de 3 latas de 52 g.|Carrefour|Conservas de pescado|6.60
Berberecho al natural XS Hacendado|Hacendado|Conservas de pescado|5.55
Berberechos al natural 60/90 Carrefour 111 g.|Carrefour|Conservas de pescado|10.50
Berberechos al natural Carrefour 58 g.|Carrefour|Conservas de pescado|5.55
Berberechos al natural Carrefour 90 g.|Berberechos al natural|Conservas de pescado|7.50
Berberechos all natural Cabo de Peñas 63 g.|Cabo de Peñas|Conservas de pescado|6.60
Bonito del norte en aceite de oliva Albo|Albo|Conservas de pescado|13.50
Bonito del norte en aceite de oliva Hacendado|Hacendado|Conservas de pescado|10.50
Bonito del norte en escabeche Hacendado|Hacendado|Conservas de pescado|9.60
BOYA chicharrillos en aceite vegetal lata 83 gr|BOYA|Conservas de pescado|3.60
BOYA chicharrillos en escabeche lata 83 gr|BOYA|Conservas de pescado|3.60
BOYA filetes de caballa del sur en salsa de tomate lata 58 gr|BOYA|Conservas de pescado|3.30
BOYA sardinas en aceite vegetal lata 63 gr|BOYA|Conservas de pescado|3.30
BOYA sardinas en salsa de tomate 6/8 piezas lata 63 gr|BOYA|Conservas de pescado|3.30
BOYA sardinas picantes en aceite vegetal 6/8 piezas lata 63 gr|BOYA|Conservas de pescado|3.30
Caballa a la andaluza Belomonte 240 g|Belomonte|Conservas de pescado|7.50
Calamares en salsa americana Calvo pack de 3 unidades de 48 g.|Calvo|Conservas de pescado|8.55
CALVO atún claro en aceite de girasol pack 3 latas de 52 gr|CALVO|Conservas de pescado|8.55
CALVO atún claro en aceite de oliva bajo en sal pack 3 latas de 52 gr|CALVO|Conservas de pescado|10.50
CALVO mejillones en escabeche 14/19 piezas lata 69  grs|CALVO|Conservas de pescado|7.50
CALVO sardinillas en aceite de oliva baja en sal lata 60 g|CALVO|Conservas de pescado|5.55
CAMPOS filetes de atún sin piel caja 225 gr|CAMPOS|Conservas de pescado|10.50
CAPRIMAR anchoas en aceite de girasol frasco 55 gr|CAPRIMAR|Conservas de pescado|4.50
Carne de cangrejo al natural Chatka|Chatka|Conservas de pescado|55.50
Carne de cangrejo natural desmigada Romanov 60 g.|Romanov|Conservas de pescado|13.50
Caviar huevas de lumpo Casa Westfalia 100 g.|Casa Westfalia|Conservas de pescado|10.50
Chicharrillos en aceite de girasol Hacendado|Hacendado|Conservas de pescado|3.60
Chipirones en su tinta Ramón Peña 80 g.|Ramón Peña|Conservas de pescado|19.50
Chipirones rellenos en aceite de girasol Cabo de Peñas 70 g.|Cabo de Peñas|Conservas de pescado|7.50
CONSORCIO filetes de anchoa en aceite de oliva lata 29 gr|CONSORCIO|Conservas de pescado|7.50
DANI berberechos al natural lata 90 gr|DANI|Conservas de pescado|7.50
DIA atún claro al natural pack 6 latas de 56 gr|DIA|Conservas de pescado|10.50
DIA atún claro en aceite de girasol  pack 6 latas de 52 gr|DIA|Conservas de pescado|9.60
DIA atún claro en aceite de oliva pack 6 latas de 52 gr|DIA|Conservas de pescado|13.50
DIA chipirones rellenos en salsa americana lata 72 gr|DIA|Conservas de pescado|5.55
DIA chipirones rellenos en su tinta lata 72 gr|DIA|Conservas de pescado|5.55
DIA DELICIOUS filetes de anchoa en aceite de oliva lata 55 gr|DIA DELICIOUS|Conservas de pescado|10.50
DIA MARI MARINERA atún claro en aceite de girasol lata 143 gr|DIA MARI MARINERA|Conservas de pescado|4.50
DIA MARI MARINERA atún claro en escabeche pack 6 latas de 60 gr|DIA MARI MARINERA|Conservas de pescado|10.50
DIA MARI MARINERA atún en tomate pack 3 latas de 52 gr|DIA MARI MARINERA|Conservas de pescado|5.55
DIA mejillones en escabeche 8/12 piezas lata 69 gr|DIA|Conservas de pescado|5.55
DIA mejillones en escabeche pack de 3 latas 43 gr|DIA|Conservas de pescado|6.75
DIA navajuelas al natural lata 63 gr|DIA|Conservas de pescado|4.50
DIA potón en su tinta pack 3 latas 55 gr|DIA|Conservas de pescado|7.50
DIA sardinas en aceite de oliva lata 80 gr|DIA|Conservas de pescado|3.60
DIA sardinillas en aceite de girasol al limón 6/10 piezas lata 62 gr|DIA|Conservas de pescado|3.60
DIA sardinillas en aceite de oliva lata 62 gr|DIA|Conservas de pescado|4.05
Filetes de anchoa del Cantábrico en aceite de oliva De Nuestra Tierra 90 g.|De Nuestra Tierra|Conservas de pescado|25.50
Filetes de anchoa del Cantábrico en aceite de oliva Gourmet Lorea 30 g.|Gourmet Lorea|Conservas de pescado|10.50
Filetes de anchoa del Cantábrico en aceite de oliva virgen extra ecológico Cuca sin gluten y sin lactosa 29 g.|Cuca|Conservas de pescado, Salud|13.50
Filetes de anchoas en aceite de girasol 26 g.|(Sin marca)|Conservas de pescado|2.55
Filetes de anchoas en aceite de girasol Noly 45 g.|Noly|Conservas de pescado|3.60
Filetes de anchoas en aceite de oliva Consorcio 252 g.|Consorcio|Conservas de pescado|37.50
Filetes de atún claro en aceite de oliva Calvo 163 g.|Calvo|Conservas de pescado|10.50
Filetes de bonito del norte en aceite de oliva Hacendado|Hacendado|Conservas de pescado|10.50
Filetes de caballa de Andalucía en aceite de girasol Tejero 80 g.|Tejero|Conservas de pescado|3.60
Filetes de caballa del sur en aceite de oliva Carrefour pack de 2 latas de 65 g.|Carrefour|Conservas de pescado|5.55
Filetes de melva canutera con pimientos del piquillo Marinara en aceite de oliva|Marinara|Conservas de pescado|10.50
FINISTER filetes de anchoa en aceite de girasol pack 3 latas de 29 gr|FINISTER|Conservas de pescado|7.50
ISABEL atún claro en aceite de oliva pack 6 latas de 52 gr|ISABEL|Conservas de pescado|16.50
ISABEL atún en aceite vegetal lata 260 gr|ISABEL|Conservas de pescado|8.55
ISABEL atún en aceite vegetal pack 3 latas de 52 gr|ISABEL|Conservas de pescado|8.55
ISABEL mejillon en escabeche  pack 3 latas x 43 grs|ISABEL|Conservas de pescado|7.50
ISABEL mejillones en escabeche 8/12 piezas lata 69 grs|ISABEL|Conservas de pescado|7.50
ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs|ISABEL|Conservas de pescado|7.50
LOREA Gourmet anchoa del Cantábrico envase 170 gr|LOREA|Conservas de pescado|37.50
MARI MARINERA atún claro en escabeche pack 6 latas de 60 gr|MARI MARINERA|Conservas de pescado|10.50
Mejillones al natural Hacendado pequeños|Hacendado|Conservas de pescado|3.60
Mejillones de las rías gallegas en escabeche Carrefour sin gluten 69 g.|Carrefour|Conservas de pescado|7.50
Mejillones en escabeche 115 g.|(Sin marca)|Conservas de pescado|4.50
Mejillones en escabeche 13/18 Isabel 69 g.|Isabel|Conservas de pescado|6.60
Mejillones en escabeche Cabo de Peñas 45 g.|Cabo de Peñas|Conservas de pescado|3.60
Mejillones en escabeche Cuca 69 g.|Cuca|Conservas de pescado|7.50
Mejillones en escabeche Hacendado pequeños|Hacendado|Conservas de pescado|3.60
Mejillones en escabeche Noly 69 g.|Noly|Conservas de pescado|4.50
Mejillones en escabeche sin gluten y sin lactosa pack de 3 unidades de 78 g.|(Sin marca)|Conservas de pescado|8.55
Mejillones en salsa de vieira Hacendado pequeños|Hacendado|Conservas de pescado|3.75
Mejillones picantes en escabeche Hacendado pequeños|Hacendado|Conservas de pescado|3.75
Navajas al natural Cabo de Peñas 60 g.|Cabo de Peñas|Conservas de pescado|10.50
Navajas al natural Du nord|Du nord|Conservas de pescado|9.60
Salmón al natural Hacendado|Hacendado|Conservas de pescado|7.50
Sardinas en aceite de girasol Hacendado|Hacendado|Conservas de pescado|3.30
Sardinas en aceite de oliva Albo 120 g.|Albo|Conservas de pescado|7.50
Sardinas en aceite vegetal Orbe 160 g.|Orbe|Conservas de pescado|5.55
Sardinas en tomate Ribeira sin gluten 85 g.|Ribeira|Conservas de pescado|4.50
Sardinas picantes Cuca 120 g.|Cuca|Conservas de pescado|6.60
Sardinillas al limón Hacendado en aceite de girasol|Hacendado|Conservas de pescado|3.75
Sardinillas en aceite de girasol picantes Cabo de Peñas 60 g.|Cabo de Peñas|Conservas de pescado|3.75
Sardinillas en aceite de oliva Albo 82 g.|Albo|Conservas de pescado|7.50
Sardinillas en aceite de oliva contenido reducido de sal Carrefour pack de 2 unidades de 65 g.|Carrefour|Conservas de pescado|5.55
Sardinillas en aceite vegetal Orbe 160 g.|Orbe|Conservas de pescado|5.55
Sardinillas picantonas Hacendado|Hacendado|Conservas de pescado|4.05
Sardinillas reducidas en sal Hacendado en aceite de oliva|Hacendado|Conservas de pescado|4.50
Tacos de potón en salsa americana Carrefour sin gluten y sin lactosa pack de 3 unidades de 51 g.|Carrefour|Conservas de pescado|7.50
Trozos de sepia en tinta Hacendado|Hacendado|Conservas de pescado|5.55
UBAGO filetes de caballa del sur en aceite de girasol lata 65 gr|UBAGO|Conservas de pescado|3.60
Ventresca de atún claro en aceite de oliva Calvo 75 g.|Calvo|Conservas de pescado|7.50
Ventresca de atún claro en aceite de oliva Carrefour 73 g.|Carrefour|Conservas de pescado|5.55
Ventresca de atún claro Hacendado en aceite de oliva|Hacendado|Conservas de pescado|7.50
Ventresca de bonito del Norte en aceite de oliva Carrefour 73 g.|Carrefour|Conservas de pescado|7.50
Ventresca de bonito del norte en aceite de oliva Espinaler 81 g.|Espinaler|Conservas de pescado|13.50
Zamburiñas en salsa marinera con tomate Carrefour sin gluten 65 g.|Carrefour|Conservas de pescado, Salud|6.60
Zamburiñas es salsa de vieira Javimar 70 g.|Javimar|Conservas de pescado|7.50
Aceitunas aliñadas Hacendado sin hueso|Hacendado|Conservas vegetales|4.50
Aceitunas chupadeo Aperitivo 450 g|Aperitivo|Conservas vegetales|7.50
Aceitunas estilo caseras Hacendado partidas aliñadas|Hacendado|Conservas vegetales|5.55
Aceitunas gazpacha Hacendado con hueso|Hacendado|Conservas vegetales|5.55
Aceitunas gordal con pepino Aperitivo 225 g|Aperitivo|Conservas vegetales|6.60
Aceitunas gordal Hacendado con hueso|Hacendado|Conservas vegetales|5.55
Aceitunas manzanilla aliñadas Hacendado sin hueso|Hacendado|Conservas vegetales|4.50
Aceitunas manzanilla Hacendado con hueso|Hacendado|Conservas vegetales|3.60
Aceitunas manzanilla Hacendado sin hueso|Hacendado|Conservas vegetales|3.60
Aceitunas manzanilla rellenas de anchoa Hacendado|Hacendado|Conservas vegetales|4.50
Aceitunas manzanilla sabor anchoa Hacendado con hueso|Hacendado|Conservas vegetales|3.60
Aceitunas negras Cacereñas con hueso Carrefour 200 g.|Carrefour|Conservas vegetales|3.30
Aceitunas negras Cacereñas con hueso Carrefour 500 g.|Carrefour|Conservas vegetales|7.50
Aceitunas negras cacereñas sin hueso Serpis 150 g.|Serpis|Conservas vegetales|4.50
Aceitunas negras sin hueso bajo contenido en sal Carrefour 150 g.|Carrefour|Conservas vegetales|3.60
Aceitunas partidas gazpachas Carrefour sin gluten y sin lactosa 500 g.|Carrefour|Conservas vegetales|7.50
Aceitunas rellenas de jalapeño Hacendado|Hacendado|Conservas vegetales, Aperitivos|5.55
Aceitunas rellenas de jalapeños Carrefour sin gluten y sin lactosa 150 g.|Carrefour|Conservas vegetales, Aperitivos|4.50
Aceitunas rellenas de pimiento asado Hacendado|Hacendado|Conservas vegetales|5.55
Aceitunas rellenas de pimiento Hacendado|Hacendado|Conservas vegetales|5.55
Aceitunas rellenas de pimientos Carrefour sin gluten y sin lactosa pack de 3 latas de 50 g.|Carrefour|Conservas vegetales|7.50
Aceitunas verde manzanilla sin hueso Jolca 180 g.|Jolca|Conservas vegetales|5.55
Aceitunas verdes aliño clásico Fragata 595 g.|Fragata|Conservas vegetales, Aperitivos|8.55
Aceitunas verdes manzanilla con hueso De Nuestra Tierra 190 g.|De Nuestra Tierra|Conservas vegetales|6.60
Aceitunas verdes manzanilla con hueso Jolca pack de 3 bolsas de 50 g.|Jolca|Conservas vegetales|7.50
Aceitunas verdes manzanilla con hueso sabor suave Fragata 595 g.|Fragata|Conservas vegetales|8.55
Aceitunas verdes manzanilla sin hueso Carrefour 400 g.|Carrefour|Conservas vegetales, Aperitivos|5.55
Aceitunas verdes manzanilla sin hueso Jolca pack de 3 bolsas de 50 g.|Jolca|Conservas vegetales|7.50
Aceitunas verdes rellenas de anchoa Carrefour pack de 3 unidades de 150 g.|Carrefour|Conservas vegetales|8.55
Aceitunas verdes rellenas de anchoa El Torreón pack de 3 latas de 50 g.|El Torreón|Conservas vegetales|6.60
Aceitunas verdes rellenas de anchoa La Española 150 g.|La Española|Conservas vegetales|5.55
Aceitunas verdes rellenas de anchoa La Española pack de 3 latas de 50 g.|La Española|Conservas vegetales|7.50
Aceitunas verdes rellenas de anchoa La Española pack de 6 latas de 50 g.|La Española|Conservas vegetales|13.50
Aceitunas verdes rellenas de anchoa nueva receta Carrefour pack de 6 latas de 50 g|Carrefour|Conservas vegetales|10.50
Aceitunas verdes rellenas de anchoa sabor suave La Española 130 g.|La Española|Conservas vegetales|5.55
Aceitunas verdes rellenas de anchoa Serpis 150 g.|Serpis|Conservas vegetales|5.55
Acelgas Ybarra 425 g.|Ybarra|Conservas vegetales|4.50
Ajos aliñados Hacendado|Hacendado|Conservas vegetales|5.55
Alcachofas baby Carrefour 300 g.|Carrefour|Conservas vegetales|10.50
Aperitivo de encurtidos Hacendado|Hacendado|Conservas vegetales|5.55
Banderillas picantes Carrefour 160 g.|Carrefour|Conservas vegetales|4.50
Banderillas suaves Carrefour 160 g.|Carrefour|Conservas vegetales, Aperitivos|4.50
Berenjena troceada Calzado 220 g.|Calzado|Conservas vegetales|6.60
Berenjenas de Almagro Antonio selección artesana|Antonio|Conservas vegetales, Aperitivos|10.50
BONDUELLE guisantes muy finos pack 3 x 140 gr|BONDUELLE|Conservas vegetales|8.55
BONDUELLE guisantes tiernos y muy finos lata 250 gr|BONDUELLE|Conservas vegetales|5.55
BONDUELLE judías verdes troceadas frasco 360 gr|BONDUELLE|Conservas vegetales|6.60
BONDUELLE maíz dulce pack 3 latas 420 gr|BONDUELLE|Conservas vegetales|8.55
BONDUELLE maíz un toque pack 3 latas 70 gr|BONDUELLE|Conservas vegetales|6.60
Cardo en frasco Gvtarra 400 g.|Gvtarra|Conservas vegetales|7.50
Cardo natural De Nuestra Tierra 400 g.|De Nuestra Tierra|Conservas vegetales|10.50
Cardo troceado Hacendado|Hacendado|Conservas vegetales|3.60
CARRETILLA yemas de espárragos gruesos lata 135 gr|CARRETILLA|Conservas vegetales|7.50
CELORRIO corazones de alcachofa 8/12 piezas frasco 165 gr|CELORRIO|Conservas vegetales|6.60
Champiñones enteros Carrefour 230 g.|Carrefour|Conservas vegetales|3.75
Champiñones laminados Carrefour 230 g.|Carrefour|Conservas vegetales|3.30
Champiñones laminados Hacendado|Hacendado|Conservas vegetales|3.30
Chontaduro Gourmet Latino 460 g.|Gourmet Latino|Conservas vegetales|10.50
Chucrut al estilo bávaro Hengstenberg|Hengstenberg|Conservas vegetales|6.60
Corazones de alcachofa mitades d.o. Tudela Pedro Luis 210 g.|Pedro Luis|Conservas vegetales|13.50
Corazones de palmito Carrefour 250 g.|Carrefour|Conservas vegetales|7.50
DIA aceituna gordal c/h TARRO 500GR|DIA|Conservas vegetales|6.60
DIA aceituna rellena anchoa lata 150 gr|DIA|Conservas vegetales, Aperitivos|3.60
DIA aceitunas manzanilla verde sin hueso frasco 400 gr|DIA|Conservas vegetales, Aperitivos|4.50
DIA aceitunas negras sin hueso lata 150 gr|DIA|Conservas vegetales|3.30
DIA aceitunas verdes gazpacha con hueso frasco 500 gr|DIA|Conservas vegetales|5.55
DIA alcachofas 12/14 piezas lata 240 g|DIA|Conservas vegetales|5.55
DIA alcachofas baby bolsa 300 gr|DIA|Conservas vegetales|7.50
DIA alcaparras en vinagre frasco 80 gr|DIA|Conservas vegetales|3.30
DIA champiñon laminado pack 3 latas 315 gr|DIA|Conservas vegetales|7.50
DIA champiñones enteros LATA 185GR|DIA|Conservas vegetales|3.30
DIA DELICIOUS aceituna gordal rellena de cebollita frasco 140 gr|DIA DELICIOUS|Conservas vegetales|5.55
DIA DELICIOUS surtido de confitados pimiento piquillo/cebolla pack 2x170 gr|DIA DELICIOUS|Conservas vegetales|10.50
DIA espárrago blanco medio extra lata 150 gr|DIA|Conservas vegetales|4.50
DIA espárragos verdes frasco 100 gr|DIA|Conservas vegetales|5.55
DIA macedonia de verdura frasco 325 gr|DIA|Conservas vegetales|3.75
DIA pepinillo agridulce frasco 360 gr|DIA|Conservas vegetales|3.60
DIA pepinillo pequeño FRASCO 180GR|DIA|Conservas vegetales, Aperitivos|3.30
DIA pepinillos sabor anchoa frasco 180 gr|DIA|Conservas vegetales|3.60
DIA remolacha en vinagre FRASCO 180GR|DIA|Conservas vegetales|2.55
DIA tomate frito frasco 550 gr|DIA|Conservas vegetales|3.30
DIA tomate frito pack 3 unidades 390 gr|DIA|Conservas vegetales|3.75
DIA tomate troceado lata 400GR|DIA|Conservas vegetales|2.25
DIA VEGECAMPO espárragos blancos extra 8/12 piezas lata 125 gr|DIA VEGECAMPO|Conservas vegetales|5.55
DIA VEGECAMPO espárragos blancos IGP de Navarra frasco 325 gr|DIA VEGECAMPO|Conservas vegetales|13.50
DIA VEGECAMPO espárragos blancos muy gruesos 6/9 piezas frasco 320 gr|DIA VEGECAMPO|Conservas vegetales|10.50
DIA VEGECAMPO pimientos del piquillo enteros al natural frasco 260 gr|DIA|Conservas vegetales|5.55
DIA VEGECAMPO yemas de espárrago muy grueso frasco 110 gr|DIA VEGECAMPO|Conservas vegetales|7.50
Espinacas Ybarra|Ybarra|Conservas vegetales|4.50
Espárrago blanco 5/8 Carretilla 110 g.|Carretilla|Conservas vegetales|5.55
Espárrago blanco cortos extra Carretilla 110 g.|Carretilla|Conservas vegetales|5.55
Espárrago de Navarra J. Vela 220 g.|J. Vela|Conservas vegetales|13.50
Espárragos blancos cortos medios 10/18 Carrefour 110 g.|Carrefour|Conservas vegetales|4.50
Espárragos blancos extra 8/12 Carretilla 150 g.|Carretilla|Conservas vegetales|8.55
Espárragos blancos extra 8/12 Carretilla 205 g.|Carretilla|Conservas vegetales|10.50
Espárragos blancos extra gruesos Cidacos|Cidacos|Conservas vegetales|9.60
Espárragos blancos extra gruesos Ferba|Ferba|Conservas vegetales|9.60
Espárragos blancos muy gruesos De Nuestra Tierra 350 g.|De Nuestra Tierra|Conservas vegetales|13.50
Espárragos delgados extra Elagón|Elagón|Conservas vegetales|5.55
Espárragos medianos Hacendado|Hacendado|Conservas vegetales|4.50
FRAGATA aceitunas rellenas de anchoa lata 150 gr|FRAGATA|Conservas vegetales|4.50
FRAGATA aceitunas verdes sin hueso aliñadas con pimientos frasco 198 gr|FRAGATA|Conservas vegetales|5.55
Fritada lata Carrefour 400 g.|Carrefour|Conservas vegetales|4.50
Guindillas en vinagre Carrefour 130 g.|Carrefour|Conservas vegetales, Aperitivos|3.60
Guisantes Carrefour 1 kg.|Carrefour|Conservas vegetales, Verduras y Hortalizas|5.55
Guisantes cocinados extra finos Bonduelle 465 g.|Bonduelle|Conservas vegetales|7.50
Guisantes extra finos Cassegrain 280 g.|Cassegrain|Conservas vegetales|10.50
Guisantes extrafinos Carrefour 230 g.|Carrefour|Conservas vegetales|3.30
Guisantes finos al natural Celorrio 210g.|Celorrio|Conservas vegetales|3.30
Guisantes muy finos Carrefour 250 g.|Carrefour|Conservas vegetales|3.75
Guisantes muy finos Carrefour pack de 3 unidades de 140 g.|Carrefour|Conservas vegetales|6.75
HIDA tomate doble concentrado lata 170 gr|HIDA|Conservas vegetales|3.60
Jalapeños en rodajas Carrefour 120 g.|Carrefour|Conservas vegetales|3.60
JOLCA aceituna rell anchoa LATA 130GR|JOLCA|Conservas vegetales|3.60
JOLCA aceituna rellena de anchoa del cantábrico lata 150 gr|JOLCA|Conservas vegetales|7.50
JOLCA aceituna rellena de anchoa suave lata 130GR|JOLCA|Conservas vegetales|3.60
JOLCA aceitunas verdes sin hueso bolsa 90 gr|JOLCA|Conservas vegetales|3.30
Judia verde plana Leyenda 360 g.|Leyenda|Conservas vegetales|5.55
Judías verdes planas contenido bajo de sal Carrefour 360 g.|Carrefour|Conservas vegetales|4.50
Judías verdes planas Ybarra|Ybarra|Conservas vegetales|5.55
Judías verdes redondas Ybarra|Ybarra|Conservas vegetales|5.55
Judías verdes troceadas al natural La Hacienda de Ybarra 360 g.|La Hacienda de Ybarra|Conservas vegetales|5.55
LA ESPAÑOLA aceitunas rellenas de anchoa lata 150 gr|LA ESPAÑOLA|Conservas vegetales, Aperitivos|4.50
Maiz dulce Carrefour pack de 6 unidades de 70 g.|Carrefour|Conservas vegetales|10.50
Maíz Dulce Carrefour pack de 3unidades de 140 g.|Carrefour|Conservas vegetales|6.75
Maíz dulce sin azúcar añadido Carrefour 285 g.|Carrefour|Conservas vegetales|3.75
Maíz tierno dulce Bonduelle pack de 3 unidades de 140 g.|Bonduelle|Conservas vegetales|8.55
Palmito al natural entero Intiyán|Intiyán|Conservas vegetales|10.50
Pepinillos agridulces grandes Carrefour 380 g.|Carrefour|Conservas vegetales|5.55
Pepinillos agridulces Kühne 370 g.|Kühne|Conservas vegetales, Aperitivos|7.50
Pepinillos agridulces Stollenwerk 1,55 kg.|Stollenwerk|Conservas vegetales|13.50
